# Generated: 2026-04-17
# Source: e-Gov 法令API (https://laws.e-gov.go.jp/api/)
# Entries: 2078 laws
321CONSTITUTION	日本国憲法
415AC0000000040	法科大学院への裁判官及び検察官その他の一般職の国家公務員の派遣に関する法律
415AC0000000043	独立行政法人環境再生保全機構法
415AC0000000044	中間貯蔵・環境安全事業株式会社法
415AC0000000048	食品安全基本法
415AC0000000057	個人情報の保護に関する法律
415AC0000000060	情報公開・個人情報保護審査会設置法
415AC0000000065	特殊開錠用具の所持の禁止等に関する法律
415AC0000000077	特定都市河川浸水被害対策法
415AC0000000072	牛の個体識別のための情報の管理及び伝達に関する特別措置法
415AC0000000079	武力攻撃事態等及び存立危機事態における我が国の平和と独立並びに国及び国民の安全の確保に関する法律
415AC0000000083	インターネット異性紹介事業を利用して児童を誘引する行為の規制等に関する法律
415AC0000000097	遺伝子組換え生物等の使用等の規制による生物の多様性の確保に関する法律
415AC0000000095	国立研究開発法人海洋研究開発機構法
415AC0000000094	独立行政法人日本学生支援機構法
415AC0000000100	独立行政法人都市再生機構法
415AC0000000107	裁判の迅速化に関する法律
415AC0000000109	人事訴訟法
415AC0000000120	次世代育成支援対策推進法
415AC0100000111	性同一性障害者の性別の取扱いの特例に関する法律
415AC0000000113	独立行政法人国立高等専門学校機構法
415AC0000000112	国立大学法人法
415AC0000000118	地方独立行政法人法
415AC0000000110	心神喪失等の状態で重大な他害行為を行った者の医療及び観察等に関する法律
415AC0000000114	独立行政法人大学改革支援・学位授与機構法
415AC0000000124	成田国際空港株式会社法
415AC1000000130	環境教育等による環境保全の取組の促進に関する法律
415AC1000000133	少子化社会対策基本法
415AC0000000138	仲裁法
416AC0000000003	平成十四年度歳入歳出の決算上の剰余金の処理の特例に関する法律
416AC1000000002	平成十五年度の水田農業経営確立助成補助金等についての所得税及び法人税の臨時特例に関する法律
416AC0000000004	農業共済再保険特別会計の農業勘定における平成十五年度の再保険金の支払財源の不足に充てるために行う積立金の歳入への繰入れに関する法律
416AC0000000023	平成十六年度における児童扶養手当法による手当の額等の改定の特例に関する法律
416AC0000000022	平成十六年度における財政運営のための公債の発行の特例等に関する法律
416AC1000000027	日本海溝・千島海溝周辺海溝型地震に係る地震防災対策の推進に関する特別措置法
416AC0000000031	国際航海船舶及び国際港湾施設の保安の確保等に関する法律
416AC0000000045	労働審判法
416AC0000000059	市町村の合併の特例に関する法律
416AC0000000063	裁判員の参加する刑事裁判に関する法律
416AC0000000077	環境情報の提供の促進等による特定事業者等の環境に配慮した事業活動の促進に関する法律
416AC0000000075	破産法
416AC0000000078	特定外来生物による生態系等に係る被害の防止に関する法律
416AC0000000074	総合法律支援法
416AC1000000081	コンテンツの創造、保護及び活用の促進に関する法律
416AC0000000099	高速道路株式会社法
416AC0000000102	日本道路公団等民営化関係法施行法
416AC0000000100	独立行政法人日本高速道路保有・債務返済機構法
416AC0000000105	年金積立金管理運用独立行政法人法
416AC0000000121	判事補及び検事の弁護士職務経験に関する法律
416AC0000000123	不動産登記法
416AC0000000122	公益通報者保護法
416AC1000000125	特定船舶の入港の禁止に関する特別措置法
416AC0000000128	金融機能の強化のための特別措置に関する法律
416AC0000000117	武力攻撃事態及び存立危機事態における捕虜等の取扱いに関する法律
416AC0000000113	武力攻撃事態等及び存立危機事態におけるアメリカ合衆国等の軍隊の行動に伴い我が国が実施する措置に関する法律
416AC0000000119	知的財産高等裁判所設置法
416AC0000000112	武力攻撃事態等における国民の保護のための措置に関する法律
416AC0000000115	国際人道法の重大な違反行為の処罰に関する法律
416AC0000000116	武力攻撃事態及び存立危機事態における外国軍用品等の海上輸送の規制に関する法律
416AC0000000110	景観法
416AC0000000114	武力攻撃事態等における特定公共施設等の利用に関する法律
416AC0000000135	国立研究開発法人医薬基盤・健康・栄養研究所法
416AC0000000143	経済連携協定に基づく特定原産地証明書の発給等に関する法律
416AC0000000151	裁判外紛争解決手続の利用の促進に関する法律
416AC0000000149	民間事業者等が行う書面の保存等における情報通信の技術の利用に関する法律
416AC0000000155	国立研究開発法人日本原子力研究開発機構法
416AC0000000154	信託業法
416AC1000000161	犯罪被害者等基本法
416AC1000000167	発達障害者支援法
416AC1000000166	特定障害者に対する特別障害給付金の支給に関する法律
417AC1000000002	平成十六年度の水田農業構造改革交付金等についての所得税及び法人税の臨時特例に関する法律
417AC0000000009	児童扶養手当法による児童扶養手当の額等の改定の特例に関する法律
417AC0000000019	平成十七年度における財政運営のための公債の発行の特例等に関する法律
417AC1000000018	公共工事の品質確保の促進に関する法律
417AC0000000024	地域再生法
417AC1000000031	携帯音声通信事業者による契約者等の本人確認等及び携帯音声通信役務の不正な利用の防止に関する法律
417AC0000000032	日本アルコール産業株式会社法
417AC0000000041	都市鉄道等利便増進法
417AC0000000040	有限責任事業組合契約に関する法律
417AC0000000048	原子力発電における使用済燃料の再処理等の実施及び廃炉の推進に関する法律
417AC0000000051	特定特殊自動車排出ガスの規制等に関する法律
417AC0000000050	刑事収容施設及び被収容者等の処遇に関する法律
417AC1000000063	食育基本法
417AC0000000071	独立行政法人地域医療機能推進機構法
417AC0000000079	地域における多様な需要に応じた公的賃貸住宅等の整備等に関する特別措置法
417AC0000000082	独立行政法人住宅金融支援機構法
417AC0000000085	物資の流通の効率化に関する法律
417AC0000000087	会社法の施行に伴う関係法律の整備等に関する法律
417AC0000000086	会社法
417AC1000000091	文字・活字文化振興法
417AC1000000094	偽造カード等及び盗難カード等を用いて行われる不正な機械式預貯金払戻し等からの預貯金者の保護等に関する法律
417AC1000000096	出入国管理及び難民認定法第二条第五号ロの旅券を所持する外国人の上陸申請の特例に関する法律
417AC0000000097	郵政民営化法
417AC0000000098	日本郵政株式会社法
417AC0000000101	独立行政法人郵便貯金簡易生命保険管理・郵便局ネットワーク支援機構法
417AC0000000100	日本郵便株式会社法
417AC0000000123	障害者の日常生活及び社会生活を総合的に支援するための法律
417AC1000000124	高齢者虐待の防止、高齢者の養護者に対する支援等に関する法律
418AC0000000004	石綿による健康被害の救済に関する法律
418AC1000000006	平成十七年度の水田農業構造改革交付金等についての所得税及び法人税の臨時特例に関する法律
418AC0000000022	独立行政法人消防研究所の解散に関する法律
418AC0000000011	平成十八年度における財政運営のための公債の発行の特例等に関する法律
418AC0000000051	競争の導入による公共サービスの改革に関する法律
418AC0000000050	一般社団法人及び一般財団法人に関する法律及び公益社団法人及び公益財団法人の認定等に関する法律の施行に伴う関係法律の整備等に関する法律
418AC0000000047	簡素で効率的な政府を実現するための行政改革の推進に関する法律
418AC0000000049	公益社団法人及び公益財団法人の認定等に関する法律
418AC0000000048	一般社団法人及び一般財団法人に関する法律
418AC0000000061	住生活基本法
418AC1000000060	探偵業の業務の適正化に関する法律
418AC0000000070	国家公務員の留学費用の償還に関する法律
418AC0000000077	就学前の子どもに関する教育、保育等の総合的な提供の推進に関する法律
418AC0000000073	遺失物法
418AC0000000078	法の適用に関する通則法
418AC0000000091	高齢者、障害者等の移動等の円滑化の促進に関する法律
418AC0000000087	犯罪被害財産等による被害回復給付金の支給に関する法律
418AC0100000085	自殺対策基本法
418AC0000000088	農業の担い手に対する経営安定のための交付金の交付に関する法律
418AC1000000097	海外の文化遺産の保護に係る国際的な協力の推進に関する法律
418AC1000000098	がん対策基本法
418AC1000000096	拉致問題その他北朝鮮当局による人権侵害問題への対処に関する法律
418AC0100000103	ドミニカ移住者に対する特別一時金の支給等に関する法律
418AC0000000108	信託法
418AC0100000112	有機農業の推進に関する法律
418AC1000000117	観光立国推進基本法
418AC0000000116	道州制特別区域における広域行政の推進に関する法律
418AC0000000120	教育基本法
419AC1000000002	平成十八年度の水田農業構造改革交付金等についての所得税及び法人税の臨時特例に関する法律
419AC0000000023	特別会計に関する法律
419AC0000000022	犯罪による収益の移転防止に関する法律
419AC0000000025	平成十九年度における財政運営のための公債の発行の特例等に関する法律
419AC1000000033	海洋基本法
419AC0000000032	武力紛争の際の文化財の保護に関する法律
419AC1000000034	海洋構築物等に係る安全水域の設定等に関する法律
419AC0000000037	国際刑事裁判所に対する協力等に関する法律
419AC0000000038	放射線を発散させて人の生命等に危険を生じさせる行為等の処罰に関する法律
419AC0000000040	地域経済牽引事業の促進による地域の成長発展の基盤強化に関する法律
419AC0000000045	国家公務員の自己啓発等休業に関する法律
419AC0000000048	農山漁村の活性化のための定住等及び地域間交流の促進に関する法律
419AC1000000051	日本国憲法の改正手続に関する法律
419AC0000000052	広域的地域活性化のための基盤整備に関する法律
419AC0000000053	統計法
419AC0100000056	国等における温室効果ガス等の排出の削減に配慮した契約の推進に関する法律
419AC0000000057	株式会社日本政策金融公庫法
419AC0000000059	地域公共交通の活性化及び再生に関する法律
419AC0000000067	駐留軍等の再編の円滑な実施に関する特別措置法
419AC1000000063	地理空間情報活用推進基本法
419AC1000000065	映画の盗撮の防止に関する法律
419AC0000000066	特定住宅瑕疵担保責任の履行の確保等に関する法律
419AC0000000064	地方公共団体金融機構法
419AC0000000074	株式会社商工組合中央金庫法
419AC1000000081	カネミ油症事件関係仮払金返還債権の免除についての特例に関する法律
419AC0000000085	株式会社日本政策投資銀行法
419AC0000000088	更生保護法
419AC0000000094	地方公共団体の財政の健全化に関する法律
419AC0100000103	救急医療用ヘリコプターを用いた救急医療の確保に関する特別措置法
419AC0000000102	電子記録債権法
419AC1000000105	エコツーリズム推進法
419AC0000000104	社会保障協定の実施に伴う厚生年金保険法等の特例等に関する法律
419AC0000000109	日本年金機構法
419AC1000000111	厚生年金保険の保険給付及び国民年金の給付に係る時効の特例等に関する法律
419AC1000000112	住宅確保要配慮者に対する賃貸住宅の供給の促進に関する法律
419AC0000000128	労働契約法
419AC1000000131	厚生年金保険の保険給付及び保険料の納付の特例等に関する法律
419AC1000000133	犯罪利用預金口座等に係る資金による被害回復分配金の支払等に関する法律
419AC1000000134	鳥獣による農林水産業等に係る被害の防止のための特別措置に関する法律
420AC1000000002	特定フィブリノゲン製剤及び特定血液凝固第ＩＸ因子製剤によるＣ型肝炎感染被害者を救済するための給付金の支給に関する特別措置法
420AC0000000024	平成二十年度における公債の発行の特例に関する法律
420AC0000000033	中小企業における経営の承継の円滑化に関する法律
420AC0000000032	森林の間伐等の実施の促進に関する特別措置法
420AC0000000039	観光圏の整備による観光旅客の来訪及び滞在の促進に関する法律
420AC0000000038	中小企業者と農林漁業者との連携による事業活動の促進に関する法律
420AC0000000040	地域における歴史的風致の維持及び向上に関する法律
420AC1000000043	宇宙基本法
420AC0000000045	農林漁業有機物資源のバイオ燃料の原材料としての利用の促進に関する法律
420AC1000000058	生物多様性基本法
420AC0000000056	保険法
420AC0100000063	科学技術・イノベーション創出の活性化に関する法律
420AC0000000064	領海等における外国船舶の航行に関する法律
420AC0000000068	国家公務員制度改革基本法
420AC1000000079	青少年が安全に安心してインターネットを利用できる環境の整備等に関する法律
420AC0100000081	障害のある児童及び生徒のための教科用特定図書等の普及の促進等に関する法律
420AC0000000083	愛がん動物用飼料の安全性の確保に関する法律
420AC1000000082	ハンセン病問題の解決の促進に関する法律
420AC1000000080	オウム真理教犯罪被害者等を救済するための給付金の支給に関する法律
420AC0000000084	地方税等減収補てん臨時交付金に関する法律
420AC0000000087	長期優良住宅の普及の促進に関する法律
420AC0000000093	高度専門医療に関する研究等を行う国立研究開発法人に関する法律
421AC0000000002	平成二十年度における地方道路整備臨時交付金の総額の限度額の特例に関する法律
421AC0000000004	平成二十年度における財政運営のための財政投融資特別会計からの繰入れの特例に関する法律
421AC0000000017	財政運営に必要な財源の確保を図るための公債の発行及び財政投融資特別会計からの繰入れの特例に関する法律
421AC0000000025	米穀の新用途への利用の促進に関する法律
421AC0000000026	米穀等の取引等に係る情報の記録及び産地情報の伝達に関する法律
421AC0000000024	外国等に対する我が国の民事裁判権に関する法律
421AC1000000037	厚生年金保険の保険給付及び国民年金の給付の支払の遅延に係る加算金の支給に関する法律
421AC1000000040	公共サービス基本法
421AC0000000050	消費者安全法
421AC0000000048	消費者庁及び消費者委員会設置法
421AC1000000052	バイオマス活用推進基本法
421AC0000000059	資金決済に関する法律
421AC0000000055	海賊行為の処罰及び海賊行為への対処に関する法律
421AC0000000063	株式会社地域経済活性化支援機構法
421AC0000000064	特定地域及び準特定地域における一般乗用旅客自動車運送事業の適正化及び活性化に関する特別措置法
421AC0000000066	公文書等の管理に関する法律
421AC0000000071	子ども・若者育成支援推進法
421AC0000000072	エネルギー供給事業者によるエネルギー源の環境適合利用及び化石エネルギー原料の有効な利用の促進に関する法律
421AC0000000076	沖縄科学技術大学院大学学園法
421AC1000000081	水俣病被害者の救済及び水俣病問題の解決に関する特別措置法
421AC1000000082	美しく豊かな自然を保護するための海岸における良好な景観及び環境並びに海洋環境の保全に係る海岸漂着物等の処理等の推進に関する法律
421AC0000000080	商店街の活性化のための地域住民の需要に応じた事業活動の促進に関する法律
421AC0000000085	クラスター弾等の製造の禁止及び所持の規制等に関する法律
421AC1000000097	肝炎対策基本法
421AC0000000098	新型インフルエンザ予防接種による健康被害の救済に関する特別措置法
421AC0100000099	原爆症認定集団訴訟の原告に係る問題の解決のための基金に対する補助に関する法律
422AC0000000007	平成二十二年度における財政運営のための公債の発行の特例等に関する法律
422AC0000000008	租税特別措置の適用状況の透明化等に関する法律
422AC0000000019	平成二十二年度等における子ども手当の支給に関する法律
422AC0000000018	高等学校等就学支援金の支給に関する法律
422AC0000000036	脱炭素社会の実現に資する等のための建築物等における木材の利用の促進に関する法律
422AC0000000038	エネルギー環境適合製品の開発及び製造を行う事業の促進に関する法律
422AC0000000041	排他的経済水域及び大陸棚の保全及び利用の促進のための低潮線の保全及び拠点施設の整備等に関する法律
422AC1000000042	ＰＴＡ・青少年教育団体共済法
422AC0000000043	国際連合安全保障理事会決議第千八百七十四号等を踏まえ我が国が実施する貨物検査等に関する特別措置法
422AC0100000045	戦後強制抑留者に係る問題に関する特別措置法
422AC1000000050	平成二十二年四月以降において発生が確認された口蹄疫に起因して生じた事態に対処するための手当金等についての所得税及び法人税の臨時特例に関する法律
422AC1000000049	平成二十二年四月以降において発生が確認された口蹄疫に起因して生じた事態に対処するための手当金等についての個人の道府県民税及び市町村民税の臨時特例に関する法律
422AC0000000067	地域資源を活用した農林漁業者等による新事業の創出等及び地域の農林水産物の利用促進に関する法律
423AC1000000011	平成二十三年東北地方太平洋沖地震等による災害からの復旧復興に資するための国会議員の歳費の月額の減額特例に関する法律
423AC1000000015	海外の美術品等の我が国における公開の促進に関する法律
423AC0000000017	展覧会における美術品損害の補償に関する法律
423AC1000000021	お茶の振興に関する法律
423AC0000000029	東日本大震災の被災者等に係る国税関係法律の臨時特例に関する法律
423AC0000000033	東日本大震災による被害を受けた公共土木施設の災害復旧事業等に係る工事の国等による代行に関する法律
423AC0000000034	東日本大震災により甚大な被害を受けた市街地における建築制限の特例に関する法律
423AC0000000039	株式会社国際協力銀行法
423AC0000000038	国と地方の協議の場に関する法律
423AC0000000043	東日本大震災に対処するための土地改良法の特例に関する法律
423AC0000000042	東日本大震災に対処するために必要な財源の確保を図るための特別措置に関する法律
423AC0000000040	東日本大震災に対処するための特別の財政援助及び助成に関する法律
423AC0000000044	東日本大震災に伴う海区漁業調整委員会及び農業委員会の委員の選挙の臨時特例に関する法律
423AC0000000047	職業訓練の実施等による特定求職者の就職の支援に関する法律
423AC0000000051	非訟事件手続法
423AC0000000052	家事事件手続法
423AC0000000054	関西国際空港及び大阪国際空港の一体的かつ効率的な設置及び管理に関する法律
423AC0000000068	東日本大震災に伴う地上デジタル放送に係る電波法の特例に関する法律
423AC1000000069	東日本大震災に伴う相続の承認又は放棄をすべき期間に係る民法の特例に関する法律
423AC1000000077	津波対策の推進に関する法律
423AC1000000079	障害者虐待の防止、障害者の養護者に対する支援等に関する法律
423AC1000000078	スポーツ基本法
423AC1000000076	東日本大震災復興基本法
423AC0000000081	総合特別区域法
423AC0000000088	平成二十二年度歳入歳出の決算上の剰余金の処理の特例に関する法律
423AC0100000091	平成二十三年原子力事故による被害に係る緊急措置に関する法律
423AC0100000095	歯科口腔保健の推進に関する法律
423AC0000000094	原子力損害賠償・廃炉等支援機構法
423AC0000000098	東日本大震災における原子力発電所の事故による災害に対処するための避難住民に係る事務処理の特例及び住所移転者に係る措置に関する法律
423AC1000000099	東日本大震災により生じた災害廃棄物の処理に関する特別措置法
423AC1000000101	運輸事業の振興の助成に関する法律
423AC0000000107	平成二十三年度における子ども手当の支給等に関する特別措置法
423AC0100000103	東日本大震災関連義援金に係る差押禁止等に関する法律
423AC1000000102	東日本大震災等に伴う合併市町村に係る地方債の特例に関する法律
423AC0000000108	再生可能エネルギー電気の利用の促進に関する特別措置法
423AC0000000106	平成二十三年度における公債の発行の特例に関する法律
423AC1000000110	平成二十三年三月十一日に発生した東北地方太平洋沖地震に伴う原子力発電所の事故により放出された放射性物質による環境の汚染への対処に関する特別措置法
423AC0100000113	株式会社東日本大震災事業者再生支援機構法
423AC0000000117	東日本大震災からの復興のための施策を実施するために必要な財源の確保に関する特別措置法
423AC0000000118	東日本大震災からの復興に関し地方公共団体が実施する防災のための施策に必要な財源の確保に係る地方税の臨時特例に関する法律
423AC0000000123	津波防災地域づくりに関する法律
423AC0000000122	東日本大震災復興特別区域法
423AC0000000125	復興庁設置法
423AC0000000126	特定Ｂ型肝炎ウイルス感染者給付金等の支給に関する特別措置法
424AC1000000002	国家公務員の給与の改定及び臨時特例に関する法律
424AC0000000025	福島復興再生特別措置法
424AC1000000029	国会議員の歳費及び期末手当の臨時特例に関する法律
424AC0000000031	新型インフルエンザ等対策特別措置法
424AC1000000034	警察等が取り扱う死体の死因又は身元の調査等に関する法律
424AC0000000052	特定タンカーに係る特定賠償義務履行担保契約等に関する特別措置法
424AC1000000050	国等による障害者就労施設等からの物品等の調達の推進等に関する法律
424AC1000000047	原子力規制委員会設置法
424AC0100000049	劇場、音楽堂等の活性化に関する法律
424AC0100000048	東京電力原子力事故により被災した子どもをはじめとする住民等の生活を守り支えるための被災者の生活支援等に関する施策の推進に関する法律
424AC0000000055	特定多国籍企業による研究開発事業等の促進に関する特別措置法
424AC0000000057	使用済小型電子機器等の再資源化の促進に関する法律
424AC0100000061	消費者教育の推進に関する法律
424AC0000000065	子ども・子育て支援法
424AC0000000068	社会保障の安定財源の確保等を図る税制の抜本的な改革を行うための消費税法の一部を改正する等の法律
424AC1000000064	社会保障制度改革推進法
424AC1000000081	古典の日に関する法律
424AC0000000083	株式会社農林漁業成長産業化支援機構法
424AC1000000082	カネミ油症患者に関する施策の総合的な推進に関する法律
424AC1000000080	大都市地域における特別区の設置に関する法律
424AC0000000084	都市の低炭素化の促進に関する法律
424AC0100000090	移植に用いる造血幹細胞の適切な提供の推進に関する法律
424AC1000000092	母子家庭の母及び父子家庭の父の就業の支援に関する特別措置法
424AC0000000101	財政運営に必要な財源の確保を図るための公債の発行の特例に関する法律
424AC0000000102	年金生活者支援給付金の支給に関する法律
425AC1000000013	再生医療を国民が迅速かつ安全に受けられるようにするための施策の総合的な推進に関する法律
425AC0000000014	外国政府に対して有する米穀の売渡しに係る債権の免除に関する特別措置法
425AC0000000027	行政手続における特定の個人を識別するための番号の利用等に関する法律
425AC0000000029	地方公共団体情報システム機構法
425AC0000000051	株式会社海外需要開拓支援機構法
425AC0000000050	薬物使用等の罪を犯した者に対する刑の一部の執行猶予に関する法律
425AC0000000048	国際的な子の奪取の民事上の側面に関する条約の実施に関する法律
425AC0000000055	大規模災害からの復興に関する法律
425AC0000000061	大規模な災害の被災地における借地借家に関する特別措置法
425AC0000000067	民間の能力を活用した国管理空港等の運営等に関する法律
425AC0000000065	障害を理由とする差別の解消の推進に関する法律
425AC1000000066	死刑再審無罪者に対し国民年金の給付等を行うための国民年金の保険料の納付の特例等に関する法律
425AC1000000064	こどもの貧困の解消に向けた対策の推進に関する法律
425AC1000000071	いじめ防止対策推進法
425AC0000000070	食品表示法
425AC0000000075	海賊多発海域における日本船舶の警備に関する特別措置法
425AC0000000078	国家公務員の配偶者同行休業に関する法律
425AC0000000081	農林漁業の健全な発展と調和のとれた再生可能エネルギー電気の発電の促進に関する法律
425AC0000000082	独立行政法人原子力安全基盤機構の解散に関する法律
425AC1000000080	国会職員の配偶者同行休業に関する法律
425AC0000000085	再生医療等の安全性の確保等に関する法律
425AC0000000086	自動車の運転により人を死傷させる行為等の処罰に関する法律
425AC1000000088	首都直下地震対策特別措置法
425AC0000000091	裁判官の配偶者同行休業に関する法律
425AC0000000092	交通政策基本法
425AC1000000097	東日本大震災における原子力発電所の事故により生じた原子力損害に係る早期かつ確実な賠償を実現するための措置及び当該原子力損害に係る賠償請求権の消滅時効の特例に関する法律
425AC1000000095	強くしなやかな国民生活の実現を図るための防災・減災等に資する国土強靱化基本法
425AC0000000098	産業競争力強化法
425AC0000000096	消費者の財産的被害等の集団的な回復のための民事の裁判手続の特例に関する法律
425AC0000000101	農地中間管理事業の推進に関する法律
425AC0000000107	国家戦略特別区域法
425AC1000000109	アルコール健康障害対策基本法
425AC0000000105	生活困窮者自立支援法
425AC0000000108	特定秘密の保護に関する法律
425AC0100000111	がん登録等の推進に関する法律
425AC0000000112	持続可能な社会保障制度の確立を図るための改革の推進に関する法律
425AC1000000110	消防団を中核とした地域防災力の充実強化に関する法律
426AC0000000011	地方法人税法
426AC0100000017	雨水の利用の推進に関する法律
426AC0100000016	水循環基本法
426AC0000000024	株式会社海外交通・都市開発事業支援機構法
426AC0000000050	難病の患者に対する医療等に関する法律
426AC0000000049	国立研究開発法人日本医療研究開発機構法
426AC0000000048	健康・医療戦略推進法
426AC0000000057	重大な犯罪を防止し、及びこれと戦う上での協力の強化に関する日本国政府とアメリカ合衆国政府との間の協定の実施に関する法律
426AC0000000059	少年鑑別所法
426AC0000000058	少年院法
426AC0000000068	行政不服審査法
426AC0000000078	農業の有する多面的機能の発揮の促進に関する法律
426AC1000000085	地域自然資産区域における自然環境の保全及び持続可能な利用の推進に関する法律
426AC0000000084	特定農林水産物等の名称の保護に関する法律
426AC1000000097	介護・障害福祉従事者の人材確保のための介護・障害福祉従事者の処遇改善に関する法律
426AC1000000099	国民が受ける医療の質の向上のための医療機器の研究開発及び普及の促進に関する法律
426AC1000000098	アレルギー疾患対策基本法
426AC0000000094	小規模企業振興基本法
426AC1000000101	養豚農業振興法
426AC1000000103	内水面漁業の振興に関する法律
426AC1000000102	花きの振興に関する法律
426AC1000000100	過労死等防止対策推進法
426AC1000000104	サイバーセキュリティ基本法
426AC0000000112	経済連携協定に基づく申告原産品に係る情報の提供等に関する法律
426AC1000000127	空家等対策の推進に関する特別措置法
426AC0000000125	地方公共団体の議会の議員及び長の選挙期日等の臨時特例に関する法律
426AC1000000126	私事性的画像記録の提供等による被害の防止に関する法律
426AC0000000124	国際連合安全保障理事会決議第千二百六十七号等を踏まえ我が国が実施する財産の凍結等に関する特別措置法
426AC0000000137	専門的知識等を有する有期雇用労働者等に関する特別措置法
426AC0000000133	原子力損害の補完的な補償に関する条約の実施に伴う原子力損害賠償資金の補助等に関する法律
426AC0000000136	まち・ひと・しごと創生法
427AC0100000014	都市農業振興基本法
427AC0000000016	特定防衛調達に係る国庫債務負担行為により支出すべき年限に関する特別措置法
427AC0000000024	緑の気候基金への拠出及びこれに伴う措置に関する法律
427AC0000000033	令和三年東京オリンピック競技大会・東京パラリンピック競技大会特別措置法
427AC0000000034	平成三十一年ラグビーワールドカップ大会特別措置法
427AC0000000035	株式会社海外通信・放送・郵便事業支援機構法
427AC0000000042	水銀による環境の汚染の防止に関する法律
427AC0000000053	建築物のエネルギー消費性能の向上等に関する法律
427AC0000000062	矯正医官の兼業の特例等に関する法律
427AC0000000064	女性の職業生活における活躍の推進に関する法律
427AC1000000069	労働者の職務に応じた待遇の確保等のための施策の推進に関する法律
427AC1000000068	公認心理師法
427AC1000000075	琵琶湖の保全及び再生に関する法律
427AC0000000077	国際平和共同対処事態に際して我が国が実施する諸外国の軍隊等に対する協力支援活動等に関する法律
428AC1000000009	重要施設の周辺地域の上空における小型無人機等の飛行の禁止に関する法律
428AC1000000012	戦没者の遺骨収集の推進に関する法律
428AC1000000029	成年後見制度の利用の促進に関する法律
428AC1000000033	有人国境離島地域の保全及び特定有人国境離島地域に係る地域社会の維持に関する特別措置法
428AC0000000043	特定国立研究開発法人による研究開発等の促進に関する特別措置法
428AC1000000048	合法伐採木材等の流通及び利用の促進に関する法律
428AC1000000067	平成二十八年熊本地震災害関連義援金に係る差押禁止等に関する法律
428AC0100000068	本邦外出身者に対する不当な差別的言動の解消に向けた取組の推進に関する法律
428AC1000000073	国外犯罪被害弔慰金等の支給に関する法律
428AC1000000074	真珠の振興に関する法律
428AC0000000077	衛星リモートセンシング記録の適正な取扱いの確保に関する法律
428AC0000000076	人工衛星等の打上げ及び人工衛星の管理に関する法律
428AC0000000089	外国人の技能実習の適正な実施及び技能実習生の保護に関する法律
428AC1000000101	民間公益活動を促進するための休眠預金等に係る資金の活用に関する法律
428AC1000000103	官民データ活用推進基本法
428AC1000000105	義務教育の段階における普通教育に相当する教育の機会の確保等に関する法律
428AC1000000104	再犯の防止等の推進に関する法律
428AC1000000109	部落差別の解消の推進に関する法律
428AC0100000111	建設工事従事者の安全及び健康の確保の推進に関する法律
428AC1000000113	自転車活用推進法
428AC1000000112	無電柱化の推進に関する法律
428AC0100000110	民間あっせん機関による養子縁組のあっせんに係る児童の保護等に関する法律
428AC1000000115	特定複合観光施設区域の整備の推進に関する法律
429AC0000000016	臨床研究法
429AC0000000028	医療分野の研究開発に資するための匿名加工医療情報及び仮名加工医療情報に関する法律
429AC0000000035	農業競争力強化支援法
429AC1000000034	平成三十一年六月一日から同月十日までの間に任期が満了することとなる地方公共団体の議会の議員及び長の任期満了による選挙により選出される議会の議員及び長の任期の特例に関する法律
429AC0000000063	天皇の退位等に関する皇室典範特例法
429AC0000000065	住宅宿泊事業法
429AC0000000064	電子委任状の普及の促進に関する法律
429AC0100000076	鯨類の持続的な利用の確保に関する法律
430AC0000000016	国際観光旅客税法
430AC1000000018	東日本大震災における原子力発電所の事故による災害に対処するための避難住民に係る事務処理の特例及び住所移転者に係る措置に関する法律に規定する指定都道府県の議会の議員の選挙区に関する臨時特例法
430AC1000000028	政治分野における男女共同参画の推進に関する法律
430AC0000000037	地域における大学の振興及び若者の雇用機会の創出による若者の修学及び就業の促進に関する法律
430AC0000000035	森林経営管理法
430AC0000000040	海外社会資本事業への我が国事業者の参入の促進に関する法律
430AC0000000050	気候変動適応法
430AC0100000047	障害者による文化芸術活動の推進に関する法律
430AC0000000049	所有者不明土地の利用の円滑化等に関する特別措置法
430AC0100000048	国際文化交流の祭典の実施の推進に関する法律
430AC1000000058	スポーツにおけるドーピングの防止活動の推進に関する法律
430AC0000000061	船舶の再資源化解体の適正な実施に関する法律
430AC0000000068	都市農地の貸借の円滑化に関する法律
430AC0000000073	法務局における遺言書の保管等に関する法律
430AC1000000074	ギャンブル等依存症対策基本法
430AC1000000081	平成三十年特定災害関連義援金に係る差押禁止等に関する法律
430AC0000000080	特定複合観光施設区域整備法
430AC0000000089	海洋再生可能エネルギー発電設備の整備に関する法律
430AC0000000099	天皇の即位の日及び即位礼正殿の儀の行われる日を休日とする法律
430AC0000000101	地方公共団体の議会の議員及び長の任期満了による選挙等の期日等の臨時特例に関する法律
430AC1000000103	特定興行入場券の不正転売の禁止等による興行入場券の適正な流通の確保に関する法律
430AC0100000105	健康寿命の延伸等を図るための脳卒中、心臓病その他の循環器病に係る対策に関する基本法
430AC1000000100	ユニバーサル社会の実現に向けた諸施策の総合的かつ一体的な推進に関する法律
430AC1000000104	成育過程にある者及びその保護者並びに妊産婦に対し必要な成育医療等を切れ目なく提供するための施策の総合的な推進に関する法律
431AC0000000001	平成三十年度分として交付すべき地方交付税の総額の特例に関する法律
